post_id,date,text,sentiment_score,emotion,distress_score,risk_level
P02343,2025-03-28,Feeling okay today.,0.414671833019726,Neutral,0.39434337616437504,Low Risk
P08752,2025-03-28,I am sad and overwhelmed lately.,-0.3173102521384258,Sadness,0.46920575303843454,Medium Risk
P07378,2025-03-28,Very happy and dinner.,0.5739139689763821,Happiness,0.2166804425994473,Low Risk
P02192,2025-03-28,Feeling fun today.,0.5953260828414435,Neutral,0.08401893491682784,Low Risk
P09935,2025-03-28,Today was really anxious.,-0.4674077857193586,Disgust,0.46146598076842604,Medium Risk
P01788,2025-03-28,Today was really tired.,-0.15643278911237007,Sadness,0.6323957859379052,Medium Risk
P08625,2025-03-28,Very sunny and going out.,0.22695186974192305,Neutral,0.25363987421032,Low Risk
P02384,2025-03-28,I am struggling and lonely lately.,-0.29919318751204427,Anger,0.4842129227393782,Medium Risk
P04425,2025-03-28,I am overwhelmed and sad lately.,-0.20329947408150983,Fear,0.48881902891245854,Medium Risk
P00978,2025-03-28,I am stressed and tired lately.,-0.03148397358668459,Anger,0.6813895694301682,Medium Risk
P02277,2025-03-28,Today was really lonely.,-0.2656271587005843,Disgust,0.5094454288923571,Medium Risk
P05643,2025-03-28,Feeling movie today.,0.46478274019044213,Neutral,0.11157412345507507,Low Risk
P08290,2025-03-28,I am overwhelmed and heavy lately.,-0.3050518825951404,Anger,0.4726362281887112,Medium Risk
P08897,2025-03-28,Feeling fun today.,0.9623493594013812,Surprise,0.28320725577232925,Low Risk
P09593,2025-03-28,Very sunny and happy.,0.24303435498218723,Neutral,0.15462718758526633,Low Risk
P09250,2025-03-28,Today was really sad.,-0.11376796174605985,Fear,0.45793323826280896,Medium Risk
P03947,2025-03-28,Feeling going out today.,0.6930959449076659,Happiness,0.2895981536578952,Low Risk
P05165,2025-03-28,Today was really stressed.,-0.2661447731263278,Fear,0.5752128856683071,Medium Risk
P01935,2025-03-28,Feeling okay today.,0.964784047060858,Neutral,0.12761757194912296,Low Risk
P09633,2025-03-28,Feeling movie today.,0.44164216253439714,Neutral,0.33399489508362834,Low Risk
P07865,2025-03-28,Today was really overwhelmed.,0.013384161440225029,Disgust,0.6844367628217713,Medium Risk
P00054,2025-03-28,Feeling good today.,0.9203344457306644,Neutral,0.07548284333655175,Low Risk
P03280,2025-03-28,Feeling sunny today.,0.8072416080536866,Neutral,0.1907180895601533,Low Risk
P02779,2025-03-28,Very happy and movie.,0.9180070680866832,Surprise,0.1741862100287914,Low Risk
P01614,2025-03-28,Everything is hopeless and I feel no way out.,-0.8288872376105477,Fear,0.8256787671812257,High Risk
P09774,2025-03-29,Today was really dark.,-0.18918552382064324,Fear,0.4376472754369965,Medium Risk
P06745,2025-03-29,Today was really stressed.,-0.3236522407503503,Disgust,0.5616851532523957,Medium Risk
P01847,2025-03-29,Feeling good today.,0.41046402393935266,Surprise,0.07582220341477619,Low Risk
P08876,2025-03-29,Very sunny and okay.,0.2511544509625318,Happiness,0.20446296169531136,Low Risk
P02780,2025-03-29,Today was really overwhelmed.,-0.019143151033307937,Disgust,0.499873628869421,Medium Risk
P06468,2025-03-29,Today was really stressed.,-0.17288133529145244,Fear,0.6224472777960425,Medium Risk
P09826,2025-03-29,Very going out and movie.,0.3070394703994581,Surprise,0.21425662919009164,Low Risk
P08148,2025-03-29,Feeling okay today.,0.9299030640256387,Surprise,0.011298482484030493,Low Risk
P02704,2025-03-29,Feeling going out today.,0.40850676380560114,Happiness,0.38647120993381473,Low Risk
P08500,2025-03-29,Feeling good today.,0.2752520392298637,Neutral,0.08213669900465558,Low Risk
P00227,2025-03-29,Feeling going out today.,0.6730203485959434,Happiness,0.15172227935421956,Low Risk
P03274,2025-03-29,Today was really struggling.,-0.4872124128732263,Fear,0.491801831562683,Medium Risk
P09483,2025-03-29,Feeling okay today.,0.9568955759996143,Neutral,0.08240004247637,Low Risk
P00454,2025-03-29,Very fun and okay.,0.4780572193911857,Neutral,0.3708711277917811,Low Risk
P02503,2025-03-29,Everything is worthless and I feel give up.,-0.9793860930004699,Fear,0.9174730815508253,High Risk
P07349,2025-03-29,Very movie and fun.,0.7606835822473319,Happiness,0.2543317350499388,Low Risk
P07437,2025-03-29,Very going out and okay.,0.759984096141513,Happiness,0.2271592915800699,Low Risk
P07903,2025-03-29,"I can't take this give up anymore, it's depressed and I want to worthless.",-0.9771447569640261,Fear,0.8168082523842647,High Risk
P01472,2025-03-29,I am feeling so pointless. I just want to pointless.,-0.9890766440068991,Sadness,0.7058344151104243,High Risk
P04056,2025-03-29,Feeling fun today.,0.644562832576241,Neutral,0.2631290639490782,Low Risk
P03340,2025-03-29,Feeling fun today.,0.2922330079068802,Happiness,0.13165468222243212,Low Risk
P03601,2025-03-29,Feeling dinner today.,0.6926751155369886,Happiness,0.1683040831105843,Low Risk
P04252,2025-03-29,Today was really struggling.,0.04992125469611575,Sadness,0.41955159876916215,Medium Risk
P03451,2025-03-29,I am dark and tired lately.,-0.10428811597768473,Disgust,0.46418851925223864,Medium Risk
P04290,2025-03-29,Very going out and working.,0.9832897357958419,Neutral,0.026789506449429637,Low Risk
P07372,2025-03-29,"I can't take this pointless anymore, it's hurt myself and I want to depressed.",-0.9386612353987036,Fear,0.8021641855951263,High Risk
P09199,2025-03-29,Today was really sad.,-0.4866648632782092,Fear,0.6865237667499892,Medium Risk
P03560,2025-03-29,"I can't take this hurt myself anymore, it's suffering and I want to no way out.",-0.5914575265401752,Sadness,0.8778316897982597,High Risk
P02349,2025-03-29,Today was really anxious.,0.1894705787380817,Disgust,0.4352427696629479,Medium Risk
P03581,2025-03-29,Today was really stressed.,0.028600135081298994,Anger,0.6599824686787477,Medium Risk
P04210,2025-03-30,Today was really sad.,-0.4753702600808669,Fear,0.6815095045570778,Medium Risk
P08601,2025-03-30,Feeling dinner today.,0.6155024277715495,Surprise,0.3127802949703716,Low Risk
P08790,2025-03-30,Today was really stressed.,-0.07240875391810919,Disgust,0.4499645349356749,Medium Risk
P09632,2025-03-30,Very fun and movie.,0.43383551942240245,Neutral,0.19463208965890855,Low Risk
P01907,2025-03-30,Very okay and friends.,0.7033174671762554,Neutral,0.02876268692657824,Low Risk
P01896,2025-03-30,Very going out and okay.,0.8475419907702519,Surprise,0.37285163991226117,Low Risk
P06300,2025-03-30,Very working and happy.,0.7533627343002769,Happiness,0.06394746209484713,Low Risk
P06253,2025-03-30,I am stressed and tired lately.,-0.08917747780214674,Fear,0.5369360209587185,Medium Risk
P08196,2025-03-30,Everything is end it all and I feel hopeless.,-0.6079146565916052,Sadness,0.7740497550467571,High Risk
P02854,2025-03-30,Feeling working today.,0.507355347940782,Surprise,0.3116375773527082,Low Risk
P01115,2025-03-30,Today was really struggling.,-0.3122779425785607,Disgust,0.5223147311995675,Medium Risk
P00781,2025-03-30,Very dinner and happy.,0.5161647410479762,Surprise,0.386821072570414,Low Risk
P00921,2025-03-30,Feeling going out today.,0.7653074107740772,Neutral,0.14779277361255214,Low Risk
P09364,2025-03-30,Very going out and dinner.,0.8742182075403775,Neutral,0.07925795243872709,Low Risk
P05641,2025-03-30,Feeling fun today.,0.9179797745322067,Neutral,0.2869086756749344,Low Risk
P05489,2025-03-30,Today was really dark.,-0.25441323795388215,Fear,0.5114623673348766,Medium Risk
P02025,2025-03-30,"I can't take this end it all anymore, it's pointless and I want to pain.",-0.9477185676228292,Fear,0.8867648188639341,High Risk
P07350,2025-03-30,Feeling sunny today.,0.7013411444963586,Happiness,0.3833402252005571,Low Risk
P05296,2025-03-30,Very fun and dinner.,0.7460575362454114,Neutral,0.1870632496752164,Low Risk
P00957,2025-03-30,Very sunny and happy.,0.8947286303531057,Neutral,0.37165580800618514,Low Risk
P02224,2025-03-30,Today was really overwhelmed.,-0.006285350224850994,Sadness,0.6160803771842187,Medium Risk
P00014,2025-03-30,"I can't take this suffering anymore, it's pain and I want to give up.",-0.5788576127025007,Fear,0.9818496824692567,High Risk
P08366,2025-03-30,Feeling sunny today.,0.7719204123280845,Happiness,0.36737439506684755,Low Risk
P09143,2025-03-30,Very working and dinner.,0.307079031664236,Happiness,0.0020965347237082545,Low Risk
P04406,2025-03-30,Very going out and friends.,0.3263570979374145,Neutral,0.09225385826456534,Low Risk
P08962,2025-03-30,Today was really dark.,-0.03210504071603043,Disgust,0.4967591718534613,Medium Risk
P05293,2025-03-30,Everything is end it all and I feel hopeless.,-0.9530400714159621,Sadness,0.9694808948901532,High Risk
P00967,2025-03-30,Very good and movie.,0.7597116556976975,Surprise,0.2742802171734576,Low Risk
P02932,2025-03-31,Very friends and working.,0.5743882928831536,Neutral,0.23335449293109922,Low Risk
P07747,2025-03-31,Feeling movie today.,0.3160919874061125,Happiness,0.3717298394244837,Low Risk
P00706,2025-03-31,Everything is depressed and I feel suffering.,-0.631065240719235,Sadness,0.8898718992035303,High Risk
P02942,2025-03-31,I am struggling and sad lately.,0.11448251752308558,Anger,0.6330304814050218,Medium Risk
P05673,2025-03-31,Feeling sunny today.,0.5464756036162721,Surprise,0.3233609199190245,Low Risk
P05362,2025-03-31,I am sad and overwhelmed lately.,0.08163210242310481,Disgust,0.44817606121693776,Medium Risk
P05057,2025-03-31,Today was really dark.,-0.3652380844621679,Sadness,0.5715627149412855,Medium Risk
P04019,2025-03-31,Feeling movie today.,0.7079629703778314,Surprise,0.3080121874806066,Low Risk
P09074,2025-03-31,Very sunny and dinner.,0.38410619585995853,Neutral,0.26582146558256264,Low Risk
P08294,2025-03-31,Today was really dark.,-0.3477662821327083,Sadness,0.43531969010286664,Medium Risk
P06134,2025-03-31,Feeling okay today.,0.831410397593028,Happiness,0.3742272683064401,Low Risk
P09089,2025-03-31,Today was really lonely.,-0.2543713469173595,Anger,0.5269714887372539,Medium Risk
P07718,2025-03-31,Today was really anxious.,0.03937278292670188,Sadness,0.5488421671704851,Medium Risk
P06734,2025-03-31,Very fun and good.,0.26864236978081935,Surprise,0.18217985785605606,Low Risk
P01830,2025-03-31,Feeling working today.,0.6014563004324087,Surprise,0.16412148874906485,Low Risk
P02145,2025-03-31,I am feeling so worthless. I just want to worthless.,-0.5229341792144637,Sadness,0.9085775202266301,High Risk
P05266,2025-03-31,Feeling working today.,0.336236467401627,Happiness,0.009690344965119736,Low Risk
P07802,2025-03-31,Feeling fun today.,0.6142036682287031,Surprise,0.13064724680465992,Low Risk
P09971,2025-03-31,Very happy and friends.,0.8118511347081963,Neutral,0.25076162128102236,Low Risk
P07965,2025-03-31,I am stressed and lonely lately.,0.07964290891182246,Anger,0.5866595757025208,Medium Risk
P06888,2025-03-31,Today was really overwhelmed.,-0.38624639075857237,Disgust,0.4685881775946919,Medium Risk
P04221,2025-03-31,"I can't take this suffering anymore, it's give up and I want to hopeless.",-0.6632417362639456,Sadness,0.7467178035770037,High Risk
P07072,2025-03-31,Feeling movie today.,0.7459596690806332,Neutral,0.22208123556571585,Low Risk
P00869,2025-03-31,"I can't take this no way out anymore, it's hurt myself and I want to suffering.",-0.7705297417015898,Sadness,0.7646033144147657,High Risk
P09478,2025-03-31,Today was really stressed.,0.09858948568132075,Sadness,0.5456910979233058,Medium Risk
P04352,2025-03-31,I am lonely and sad lately.,-0.4705745184667055,Fear,0.6949486869734225,Medium Risk
P04319,2025-03-31,Very happy and movie.,0.42747512785583464,Neutral,0.21392726597725767,Low Risk
P01729,2025-03-31,Today was really overwhelmed.,0.05891745353583333,Fear,0.5219255623006414,Medium Risk
P06222,2025-03-31,Very sunny and going out.,0.7419404153703117,Surprise,0.21061061327007016,Low Risk
P09937,2025-03-31,Today was really dark.,-0.413162464361076,Fear,0.5705020114978123,Medium Risk
P09438,2025-04-01,Today was really sad.,-0.0013737523515954808,Sadness,0.5563346632803255,Medium Risk
P00913,2025-04-01,I am struggling and overwhelmed lately.,0.05409074181395901,Anger,0.5531685386228014,Medium Risk
P01382,2025-04-01,Feeling dinner today.,0.3728251523144578,Happiness,0.15831107186417231,Low Risk
P02707,2025-04-01,Feeling working today.,0.7970039154801645,Surprise,0.29063430633058135,Low Risk
P05021,2025-04-01,I am feeling so suffering. I just want to suffering.,-0.5770190236520221,Sadness,0.9757888645986716,High Risk
P01700,2025-04-01,Everything is hurt myself and I feel end it all.,-0.9363875565314946,Sadness,0.9107196163241795,High Risk
P07199,2025-04-01,Very happy and sunny.,0.20896089231058818,Happiness,0.012721702847815842,Low Risk
P07108,2025-04-01,Very happy and movie.,0.28065217125231084,Neutral,0.1237702343428619,Low Risk
P08498,2025-04-01,Feeling friends today.,0.7995663985218768,Neutral,0.22830985997896797,Low Risk
P05722,2025-04-01,Very sunny and working.,0.526737218890987,Surprise,0.34047883499150466,Low Risk
P03610,2025-04-01,Very working and movie.,0.4751684908668541,Surprise,0.1422141460921634,Low Risk
P08276,2025-04-01,Today was really dark.,-0.4476058046601058,Disgust,0.45558259821981245,Medium Risk
P03000,2025-04-01,Today was really anxious.,-0.0299793780897471,Anger,0.5046108432528935,Medium Risk
P04421,2025-04-01,I am anxious and dark lately.,-0.32761399321344997,Disgust,0.5385319912933875,Medium Risk
P07052,2025-04-01,Feeling sunny today.,0.23578169861231207,Happiness,0.15853226149444924,Low Risk
P01807,2025-04-01,Very going out and okay.,0.6861485128406488,Neutral,0.18978127193780933,Low Risk
P08699,2025-04-01,Today was really dark.,-0.061089407890107805,Fear,0.5015479944485883,Medium Risk
P06510,2025-04-02,I am overwhelmed and struggling lately.,-0.08220517640274366,Disgust,0.49774536373170497,Medium Risk
P00007,2025-04-02,Very happy and okay.,0.3597390257266878,Neutral,0.3932923543227153,Low Risk
P04606,2025-04-02,Very okay and good.,0.7861375760005349,Happiness,0.3583467756631472,Low Risk
P07773,2025-04-02,I am dark and tired lately.,0.15161380727037954,Fear,0.5899023377596115,Medium Risk
P02512,2025-04-02,I am anxious and overwhelmed lately.,0.08329201352013027,Disgust,0.556171163289752,Medium Risk
P04621,2025-04-02,Very fun and good.,0.9226517340529485,Surprise,0.22957812888026777,Low Risk
P06108,2025-04-02,Very dinner and friends.,0.5511439548663715,Neutral,0.14989280538124858,Low Risk
P02545,2025-04-02,Very dinner and okay.,0.3352831203365212,Neutral,0.2624444601912669,Low Risk
P07422,2025-04-02,Feeling happy today.,0.6623195077086674,Surprise,0.12417319679132205,Low Risk
P08107,2025-04-02,Feeling going out today.,0.532749555514943,Neutral,0.21610564131835233,Low Risk
P06903,2025-04-02,Very working and happy.,0.6029931642138853,Happiness,0.0005788882083997305,Low Risk
P01696,2025-04-02,Feeling good today.,0.3468512913735463,Neutral,0.28907342978979467,Low Risk
P06948,2025-04-02,Very movie and working.,0.9240712884158804,Happiness,0.1639718241834429,Low Risk
P09470,2025-04-02,Very movie and good.,0.9574699089099818,Neutral,0.14448103111299845,Low Risk
P02546,2025-04-02,Today was really overwhelmed.,-0.2772215019044054,Disgust,0.5205381011000091,Medium Risk
P06094,2025-04-02,Today was really heavy.,-0.2393345681262225,Disgust,0.5993978240617296,Medium Risk
P06859,2025-04-02,I am struggling and sad lately.,0.1699115031943833,Sadness,0.5357034558998934,Medium Risk
P06546,2025-04-02,Feeling happy today.,0.8373786906474918,Neutral,0.386659998672845,Low Risk
P07210,2025-04-02,Feeling working today.,0.5229321292000164,Happiness,0.2937483153094375,Low Risk
P07900,2025-04-02,Feeling movie today.,0.43771089565437377,Happiness,0.20996340301983973,Low Risk
P01009,2025-04-03,Today was really stressed.,-0.4995426264670903,Fear,0.580084438158411,Medium Risk
P01816,2025-04-03,Feeling going out today.,0.9409543891317014,Happiness,0.08817515395704559,Low Risk
P04886,2025-04-03,Feeling okay today.,0.6921057478506807,Surprise,0.2609276806214204,Low Risk
P09719,2025-04-03,Feeling good today.,0.8900839012370321,Surprise,0.1469807042053525,Low Risk
P03576,2025-04-03,I am overwhelmed and sad lately.,-0.2660275380900081,Disgust,0.6917735252978428,Medium Risk
P00471,2025-04-03,Very okay and fun.,0.7330455086680319,Surprise,0.027268923754197427,Low Risk
P05409,2025-04-03,Very movie and working.,0.6351436500232186,Happiness,0.06090405204475067,Low Risk
P08158,2025-04-03,Today was really dark.,0.07536683179300885,Disgust,0.4621530782459231,Medium Risk
P08545,2025-04-03,Feeling sunny today.,0.6183361351793908,Surprise,0.39943607635846207,Low Risk
P02236,2025-04-03,Today was really sad.,-0.47131524442507666,Fear,0.4306792842991348,Medium Risk
P07441,2025-04-03,I am struggling and heavy lately.,-0.4555859554081419,Disgust,0.4475695688333054,Medium Risk
P01190,2025-04-03,Feeling friends today.,0.5211694232712346,Happiness,0.05072960902016752,Low Risk
P05390,2025-04-03,I am sad and anxious lately.,-0.29574374729339237,Anger,0.6600351333815038,Medium Risk
P09103,2025-04-03,Feeling fun today.,0.6014892558136029,Neutral,0.13809797246296537,Low Risk
P09618,2025-04-03,Very dinner and friends.,0.810299759525507,Happiness,0.2507158163386382,Low Risk
P00180,2025-04-03,Today was really tired.,0.12336909651792638,Disgust,0.5421909824291669,Medium Risk
P02394,2025-04-03,"I can't take this pain anymore, it's hurt myself and I want to end it all.",-0.755980887859125,Fear,0.9632467725194465,High Risk
P00661,2025-04-03,Very friends and movie.,0.7218333188735517,Happiness,0.2769971306676901,Low Risk
P00844,2025-04-03,Very happy and sunny.,0.6808821564994627,Happiness,0.1301015623698208,Low Risk
P00142,2025-04-03,Feeling okay today.,0.664930096944661,Happiness,0.16729721451624757,Low Risk
P05962,2025-04-03,I am feeling so worthless. I just want to worthless.,-0.8167191400642548,Fear,0.923858604789874,High Risk
P08198,2025-04-03,Feeling good today.,0.45580569755901074,Neutral,0.13231911784015013,Low Risk
P09266,2025-04-03,Today was really struggling.,-0.3978246074241144,Anger,0.542848033443082,Medium Risk
P09653,2025-04-03,Very going out and sunny.,0.6356059771216583,Happiness,0.19550336401462742,Low Risk
P06295,2025-04-03,I am tired and struggling lately.,-0.2572384461483974,Anger,0.6212120900618758,Medium Risk
P01791,2025-04-03,Feeling good today.,0.22598927735213198,Neutral,0.05760128956792885,Low Risk
P04039,2025-04-03,Very dinner and sunny.,0.5522873579409562,Happiness,0.02399170887660658,Low Risk
P05402,2025-04-03,Today was really overwhelmed.,-0.23118947919097105,Fear,0.6019284325242783,Medium Risk
P06893,2025-04-03,Today was really anxious.,-0.25397674529713343,Disgust,0.5064265513389273,Medium Risk
P09494,2025-04-03,I am tired and struggling lately.,-0.3681120223092127,Disgust,0.5678899072860195,Medium Risk
P03472,2025-04-03,Everything is hopeless and I feel pain.,-0.6305862813244103,Fear,0.8711048284026284,High Risk
P06135,2025-04-03,I am overwhelmed and struggling lately.,-0.21053005071148467,Anger,0.5774530659307004,Medium Risk
P00702,2025-04-03,Very sunny and working.,0.7540259452296865,Surprise,0.25301764398633114,Low Risk
P09224,2025-04-03,Today was really anxious.,-0.21950269642992637,Disgust,0.5739906380096317,Medium Risk
P06022,2025-04-03,Feeling working today.,0.29253017694708056,Happiness,0.11878838294062813,Low Risk
P05460,2025-04-04,Feeling friends today.,0.491094768497855,Happiness,0.0013449513291746485,Low Risk
P05438,2025-04-04,Very dinner and fun.,0.5920725529714892,Surprise,0.09554081414727995,Low Risk
P03888,2025-04-04,Feeling okay today.,0.5032693784390818,Neutral,0.3366424926634018,Low Risk
P01108,2025-04-04,Very okay and working.,0.3555581155453509,Happiness,0.332945415864398,Low Risk
P09290,2025-04-04,Feeling fun today.,0.8636698500886937,Happiness,0.3740435945355362,Low Risk
P04833,2025-04-04,Very good and sunny.,0.8269388744156831,Happiness,0.1945280908996106,Low Risk
P09303,2025-04-04,Everything is give up and I feel pain.,-0.5674147632568347,Fear,0.9537987566724377,High Risk
P07023,2025-04-04,Feeling fun today.,0.40583405406643563,Surprise,0.08210199937990233,Low Risk
P08188,2025-04-04,Feeling movie today.,0.7439808561288559,Neutral,0.1560904791463157,Low Risk
P01638,2025-04-04,Feeling good today.,0.7754404872200908,Surprise,0.03267190594654159,Low Risk
P04942,2025-04-04,Feeling friends today.,0.5736984741545116,Happiness,0.3884263328429194,Low Risk
P00845,2025-04-04,Very good and dinner.,0.931784891965203,Surprise,0.18004661058992444,Low Risk
P03688,2025-04-04,I am heavy and anxious lately.,-0.3710624292357347,Disgust,0.574355602819634,Medium Risk
P06798,2025-04-04,"I can't take this give up anymore, it's hurt myself and I want to depressed.",-0.6784532208905013,Sadness,0.8700227045358021,High Risk
P04634,2025-04-04,Very movie and okay.,0.7990713507694809,Neutral,0.3252263797022675,Low Risk
P00793,2025-04-04,Feeling movie today.,0.40080110660984025,Happiness,0.14343138460994928,Low Risk
P00502,2025-04-04,Very working and going out.,0.9932707270962193,Neutral,0.37692615586927714,Low Risk
P01979,2025-04-04,I am lonely and dark lately.,0.051373788235027806,Disgust,0.6413123242413101,Medium Risk
P02748,2025-04-04,Very okay and fun.,0.4923611877226189,Happiness,0.08688963966043257,Low Risk
P03541,2025-04-04,Feeling working today.,0.7873200451650837,Happiness,0.36927041138253197,Low Risk
P09008,2025-04-04,Feeling going out today.,0.5334324093941807,Happiness,0.38779089441814524,Low Risk
P03152,2025-04-04,Feeling working today.,0.7944015348167583,Surprise,0.3403210406598052,Low Risk
P07373,2025-04-04,Very friends and working.,0.6360009977310004,Neutral,0.15382957856209983,Low Risk
P07099,2025-04-04,I am heavy and lonely lately.,0.11273820092534104,Sadness,0.47561707856321406,Medium Risk
P04196,2025-04-04,Very dinner and happy.,0.8852850238650951,Neutral,0.010677263434741714,Low Risk
P05690,2025-04-04,Very okay and happy.,0.29355637719446437,Surprise,0.12720256775776015,Low Risk
P02130,2025-04-04,"I can't take this no way out anymore, it's pain and I want to pointless.",-0.6892677886716077,Sadness,0.7897038038828038,High Risk
P05923,2025-04-04,Very working and happy.,0.5153665238805993,Happiness,0.28352251918816457,Low Risk
P06365,2025-04-04,Feeling going out today.,0.7788625693129194,Happiness,0.3595543015448581,Low Risk
P09838,2025-04-04,Feeling good today.,0.9332800606258687,Happiness,0.1896293842857505,Low Risk
P00153,2025-04-04,Feeling dinner today.,0.8178547133885115,Neutral,0.12311089590841978,Low Risk
P02450,2025-04-04,Feeling fun today.,0.3242746420080136,Happiness,0.2421374511776922,Low Risk
P06819,2025-04-05,Very happy and dinner.,0.27837527231605386,Happiness,0.11733133328260409,Low Risk
